"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 23 19:55:27 GMT 2025","Thu Oct 23 19:55:31 GMT 2025","4683","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_07_scrolling_operations[chrome]","Test scrolling operations."
"passed","Thu Oct 23 19:55:08 GMT 2025","Thu Oct 23 19:55:14 GMT 2025","6125","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_03_keyboard_operations[chrome]","Test keyboard operations."
"passed","Thu Oct 23 20:02:31 GMT 2025","Thu Oct 23 20:02:36 GMT 2025","4407","selenium_demoblaze_framework.tests","test_page_factory","TestPageFactory","","","test_click_logo_using_page_factory","Test clicking logo using PURE Page Factory pattern"
"passed","Thu Oct 23 19:55:32 GMT 2025","Thu Oct 23 19:55:34 GMT 2025","1616","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_08_screenshot_operations[chrome]","Test various screenshot operations."
"passed","Thu Oct 23 20:00:51 GMT 2025","Thu Oct 23 20:01:31 GMT 2025","39275","selenium_demoblaze_framework.tests","test_keyword_driven","TestKeywordDriven","","","test_keyword_driven_execution","Test keyword-driven framework execution"
"passed","Thu Oct 23 19:56:57 GMT 2025","Thu Oct 23 19:57:29 GMT 2025","31432","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_13_data_driven_csv[chrome]","
        MODIFIED: Test now reads data from data/test_data.csv and performs UI actions.
        "
"passed","Thu Oct 23 19:57:58 GMT 2025","Thu Oct 23 19:58:39 GMT 2025","41210","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_20_complete_e2e_flow[chrome]","Test complete end-to-end shopping flow."
"passed","Thu Oct 23 20:00:10 GMT 2025","Thu Oct 23 20:00:22 GMT 2025","11488","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_29_log_collection[chrome]","Test collecting browser logs."
"passed","Thu Oct 23 20:04:05 GMT 2025","Thu Oct 23 20:04:05 GMT 2025","30","selenium_demoblaze_framework.tests","test_page_factory","TestPageFactory","","","test_page_factory_element_caching","Test that elements are properly cached"
"passed","Thu Oct 23 19:59:02 GMT 2025","Thu Oct 23 19:59:26 GMT 2025","24276","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_24_about_us_modal[chrome]","Test About Us modal and video playback."
"passed","Thu Oct 23 20:02:00 GMT 2025","Thu Oct 23 20:02:08 GMT 2025","7525","selenium_demoblaze_framework.tests","test_link_checker","TestLinkChecker","","","test_check_external_links","Test checking only external links with fallback sites."
"passed","Thu Oct 23 19:57:31 GMT 2025","Thu Oct 23 19:57:31 GMT 2025","50","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_14_storage_operations[chrome]","Test local and session storage operations."
"passed","Thu Oct 23 20:03:51 GMT 2025","Thu Oct 23 20:04:00 GMT 2025","9197","selenium_demoblaze_framework.tests","test_page_factory","TestPageFactory","","","test_page_factory_search_functionality","Test product search functionality"
"passed","Thu Oct 23 20:00:50 GMT 2025","Thu Oct 23 20:00:50 GMT 2025","170","selenium_demoblaze_framework.tests","test_file_upload","TestFileUpload","","","test_upload_multiple_files_local","Test multiple file upload using our local test page."
"passed","Thu Oct 23 19:57:54 GMT 2025","Thu Oct 23 19:57:57 GMT 2025","2480","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_19_faker_data_generation[chrome]","Test with Faker generated data."
"passed","Thu Oct 23 19:58:58 GMT 2025","Thu Oct 23 19:59:01 GMT 2025","2542","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_23_contact_form[chrome]","Test contact form submission."
"passed","Thu Oct 23 19:54:48 GMT 2025","Thu Oct 23 19:54:49 GMT 2025","824","selenium_demoblaze_framework.tests","test_checkboxes","TestCheckboxes","","","test_local_checkbox_interaction","This test verifies checkbox functionality by checking, unchecking, and asserting states on a locally-hosted, 100% reliable test page."
"passed","Thu Oct 23 20:00:42 GMT 2025","Thu Oct 23 20:00:46 GMT 2025","3291","selenium_demoblaze_framework.tests","test_demoblaze_e2e","TestDemoBlazeE2E","","","test_33_radio_button_demo[chrome]","Test radio button with multiple site options."
